sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,source,environment_type,location,Dominant Color,Size_Category
Longmen_2019-11-27_A_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,1.8814675446848543,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,2.845220030349014,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,11.492051331162612,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.9216589861751152,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2019-11-27_A_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019-01-01,2019-11-27,5.526083112290009,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_31.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,1.0164667615368976,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_32.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_A_33.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,1.108278842956888,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,5.6554688383667004,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,7.641087217552669,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,3.2562683165092805,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,10.672358591248669,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,2.7862914460852606,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,2.0561324149275215,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,2.182453077258839,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,3.624501631025734,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,1.915892326851231,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2019-11-27_B_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,3.3666255190214343,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,2.4128362890577875,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",black,mesoplastics
Longmen_2019-11-27_B_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,60.794570903435606,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_31.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,1.039717196922437,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_B_32.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",blue,mesoplastics
Longmen_2019-11-27_B_33.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019-01-01,2019-11-27,0.986679822397632,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.9259259259259258,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,2.2461814914645104,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,1.0855405992184108,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,2.080948912704193,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,15.698587127158556,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,6.093226363359399,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,2.23613595706619,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,1.062473438164046,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,3.200341369746106,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,3.990422984836393,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019-01-01,2019-11-27,4.492362982929021,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,2.0736132711249353,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2019-11-27_C_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2019-11-27_C_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2019-11-27_C_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2019-11-27_C_31.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,3.1486146095717884,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_32.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,1.1032656663724625,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2019-11-27_C_33.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019-01-01,2019-11-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
,Asia,Taiwan,Marine,Longmen,Beach,,,,,0.0,,Taiwan Beaches,Beach,Taiwan,transparent,unknown
Xialiao_2018-04-25_A_1.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018-01-01,2018-04-25,39.510675480586585,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_2.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018-01-01,2018-04-25,28.23529411764706,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_3.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018-01-01,2018-04-25,56.1438419444247,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_4.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018-01-01,2018-04-25,41.82565306721456,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",orange_brown_yellow,mesoplastics
Xialiao_2018-04-25_A_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018-01-01,2018-04-25,134.20860685630927,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2018-04-25_A_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,43.72133027522936,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,50.9869619054556,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2018-04-25_A_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,53.67095575586596,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,64.40567422142509,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,103.29190460194827,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,18.590240123934937,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018-01-01,2018-04-25,15.07338357794526,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2018-04-25_A_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018-01-01,2018-04-25,184.57752255947497,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",red_pink,mesoplastics
Xialiao_2018-04-25_A_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018-01-01,2018-04-25,23.40597255851493,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",green,mesoplastics
Xialiao_2018-04-25_A_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018-01-01,2018-04-25,34.74320241691843,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018-01-01,2018-04-25,2.3579344494223062,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018-01-01,2018-04-25,0.7103786318107551,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018-01-01,2018-04-25,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",green,mesoplastics
Xialiao_2018-04-25_A_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018-01-01,2018-04-25,0.7169486664754804,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018-01-01,2018-04-25,0.8273351534706709,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018-01-01,2018-04-25,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2018-04-25_A_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018-01-01,2018-04-25,1.3794054762397403,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2018-04-25_A_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018-01-01,2018-04-25,3.9221838719799185,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2018-04-25_B_1.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018-01-01,2018-04-25,62.45779878460501,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
