sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,source,environment_type,location,Dominant Color,Size_Category
Longmen_2018-05-30_C_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,25.092603656350818,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",green,mesoplastics
Longmen_2018-07-16_A_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,11.745360582569884,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,460.0026979630379,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,12.658227848101266,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,312.3942708920717,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,17.455814968361334,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,24.330900243309,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.0491803278688523,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.300966405890474,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.5215400868646554,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,6.854009595613434,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.588940970842933,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,7.186120521507031,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.1473152822395594,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.094059405940594,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.196590303676079,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,9.643201542912248,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,0.9996001599360256,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,4.191993292810731,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.826988315114964,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,5.311802825879104,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.82882223847842,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_A_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,0.9700261907071488,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,7.430209107313448,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,2.1328783192918843,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_26.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,1.0593220338983051,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_27.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,4.891410682840931,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_28.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_29.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,2.0036064916850327,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,7.242877836793819,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,33.10527477378062,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,78.6495300211011,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,0.980488283165016,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,44.843049327354265,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,0.8214901831923108,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,8.832503613296932,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",red_pink,mesoplastics
Longmen_2018-07-16_B_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.041979314540661,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.11731843575419,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_B_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_B_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,4.019696512913275,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_B_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,10.348071495766698,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_B_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,5.007009813739235,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_B_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.1049472158973295,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_B_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.986857825567503,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.936620411376833,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.3385265969285554,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.2600806451612905,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,11.237102870569004,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.0438413361169103,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,5.651846269781463,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.127141568981064,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,1.9843238416509577,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,2.7051397655545535,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",black,mesoplastics
Longmen_2018-07-16_B_26.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,1.974918534610447,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_27.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_28.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,2.163565556036348,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_B_29.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,1.0768899418479432,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,11.417894955366412,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,24.184879971336436,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,396.41570078893545,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,20.449897750511248,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,19.697964543663826,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,14.605647517039923,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,60.30150753768845,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,4.981071926678621,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,0.8731336767659129,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.83452577508714,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,9.099181073703363,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.0052271813429836,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.219509488403063,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,0.9365926758452748,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.0108390204737057,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,3.2768978700163847,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.106593638087213,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,19.723865877712033,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.893580761219466,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,4.876621476640984,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.310536044362292,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.840773124712379,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.690331304935767,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,2.8790786948176583,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-07-16_C_26.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-07-16,1.959631589261219,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_27.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,0.941885655081473,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_28.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,2.1514629948364887,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_C_29.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-07-16,1.0118385105737124,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,4.779543553590632,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-07-16,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,79.58990961823824,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,2.109704641350211,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,68.79440622532987,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-07-16,6.81265206812652,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,2.0491803278688523,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.150483202945237,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-07-16_A_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-07-16,1.173846695621552,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
