"mpID","Continent","Subdivison","Country","System","Waterbody","Zone Area","Tidal Zone","Test Area","Sample Time","Sediment Sample Method","Sediment Depth (cm)","Extract Sediment Wt","Extract Method","Extract Chemical","Extract Oxidizer","No. of Extracts","Inspection","mp range (µm)","mp/kg dw","MP Unit","Dominant Shapes","Dominant Size","Colors","Polymers","N","MP Stat","Notes","Data Obtained From","Abbrev. Reference","DOI"
"649","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","236687","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH43","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"648","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","15214","microplastic/kg sediment dry wt.","frgmnt, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH42","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"647","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","9869","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH38","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"636","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Georgian Bay","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","302","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GL151348-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"643","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","325","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH30","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"642","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","715","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-LH29","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"652","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","665","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-LH52","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"631","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Lake Huron","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","59","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Sand","table_text; Table S5-GL151343-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"633","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Georgian Bay","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","3592","microplastic/kg sediment dry wt.","frgmnt, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GL151345-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"621","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","206","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB36","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"610","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","1780","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB122","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"620","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","1067","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB35","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"619","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","539","microplastic/kg sediment dry wt.","fbr, flm, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB33","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"618","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","656","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB31","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"617","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","1095","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GB3","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"616","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","123","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB29","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"615","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","22604","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-GB24","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"614","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","143655","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB21","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"613","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","3232","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB19","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"611","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","1983","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-GB15","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"609","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","25390","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB12","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"608","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","248","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-GB11","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"607","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","39125","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB1","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"612","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","68789","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-GB17","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"17","North America","Ontario","Canada","Riverine","St. Lawrence River","Bottom","(N/A)","Lake St. Francis","2013","petite Ponar grab","0-10 cm","(N/R) wet","1-sieved, 2-manual separated","(none) (N/A)","(none)","1x","differential scanning calorimetry","500-5000","1","microplastic/kg sediment dry wt.","sphr","<2 mm","black, gray, red","polyethylene","3","Mean","microbeads only; converted 57 mp/square meter to kg dry sediment","table_text; Table 1","Castaneda et al. 2014. Microplastic pollution i...","https://doi.org/10.1139/cjfas-2014-0281"
"18","North America","Ontario","Canada","Riverine","St. Lawrence River","Bottom","(N/A)","Lac Saint-Louis","2013","petite Ponar grab","0-10 cm","(N/R) wet","1-sieved, 2-manual separated","(none) (N/A)","(none)","1x","differential scanning calorimetry","500-5000","1","microplastic/kg sediment dry wt.","sphr","<2 mm","black, gray, red","polyethylene","3","Mean","microbeads only; converted 86 mp/square meter to kg dry sediment","table_text; Table 1","Castaneda et al. 2014. Microplastic pollution i...","https://doi.org/10.1139/cjfas-2014-0281"
"19","North America","Ontario","Canada","Riverine","St. Lawrence River","Bottom","(N/A)","Varennes","2013","petite Ponar grab","0-10 cm","(N/R) wet","1-sieved, 2-manual separated","(none) (N/A)","(none)","1x","differential scanning calorimetry","500-5000","1","microplastic/kg sediment dry wt.","sphr","<2 mm","black, gray, red","polyethylene","3","Mean","microbeads only; converted 7 mp/square meter to kg dry sediment","table_text; Table 1","Castaneda et al. 2014. Microplastic pollution i...","https://doi.org/10.1139/cjfas-2014-0281"
"20","North America","Ontario","Canada","Riverine","St. Lawrence River","Bottom","(N/A)","Lac Saint-Pierre","2013","petite Ponar grab","0-10 cm","(N/R) wet","1-sieved, 2-manual separated","(none) (N/A)","(none)","1x","differential scanning calorimetry","500-5000","1","microplastic/kg sediment dry wt.","sphr","<2 mm","black, gray, red","polyethylene","3","Mean","microbeads only; converted 43 mp/square meter to kg dry sediment","table_text; Table 1","Castaneda et al. 2014. Microplastic pollution i...","https://doi.org/10.1139/cjfas-2014-0281"
