"mpID","Continent","Subdivison","Country","System","Waterbody","Zone Area","Tidal Zone","Test Area","Sample Time","Sediment Sample Method","Sediment Depth (cm)","Extract Sediment Wt","Extract Method","Extract Chemical","Extract Oxidizer","No. of Extracts","Inspection","mp range (µm)","mp/kg dw","MP Unit","Dominant Shapes","Dominant Size","Colors","Polymers","N","MP Stat","Notes","Data Obtained From","Abbrev. Reference","DOI"
"12","Europe","Noord-Holland","Netherlands","Estuarine","Amsterdam canals","Tidal Riverine","Harbor/Port","Amsterdam canals","2013","Van Veen grab","0-10 cm","20 g dry","1-density separated","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","10-5000","2071","microplastic/kg sediment dry wt.","fbrs","300-5000 micron","transparent, black","(Not Reported)","6","Mean","sediment sampled from canal in city of Amsterdam","table_text; Table 3 A1-6","Leslie et al. 2017. Microplastics en route: Fie...","https://doi.org/10.1016/j.envint.2017.01.018"
"105","Europe","Pomorskie","Poland","Marine","Baltic Sea","Nearshore","Subtidal","Gulf of Gdansk","2014","Van Veen grab","0-2.5 cm","150 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","45-5000","25","microplastic/kg sediment dry wt.","fbrs","<2 mm","transparent","polyester, polyvinyl acetate","1","Single","consisted on sandy sediment","table_text; Table 1 KO","Graca et al. 2017. Sources and fate of micropla...","https://doi.org/10.1007/s11356-017-8419-5"
"104","Europe","Pomorskie","Poland","Marine","Baltic Sea","Nearshore","Subtidal","Gulf of Gdansk","2014","Van Veen grab","0-2.5 cm","150 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","45-5000","27","microplastic/kg sediment dry wt.","fbrs","<2 mm","transparent","polyester, polyvinyl acetate","1","Single","sandy sediments collected close to the Vistula river outlet","table_text; Table 1 ZN2","Graca et al. 2017. Sources and fate of micropla...","https://doi.org/10.1007/s11356-017-8419-5"
"107","Europe","Pomorskie","Poland","Marine","Baltic Sea","Nearshore","Subtidal","Pomeranian Bay","2014","Van Veen grab","0-2.5 cm","150 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","45-5000","15","microplastic/kg sediment dry wt.","fbrs","<2 mm","transparent","polyester, polyvinyl acetate","1","Single","consisted on sandy sediment","table_text; Table 1 P16","Graca et al. 2017. Sources and fate of micropla...","https://doi.org/10.1007/s11356-017-8419-5"
"35","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Walluf","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","228","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R6","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"34","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Wiesbaden-Schierstein","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","268","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R5","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"33","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Wiesbaden-Biebrich","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","620","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R4","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"32","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Mainz-Kastel","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","3763","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R3","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"31","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Mainz-Kastel","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","881","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R2","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"30","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Ginsheim-Gustavsburg","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","359","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R1","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"37","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Geisenheim","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","455","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R8","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"36","Europe","Rheinland-Pfalz","Germany","Riverine","Rhine River","Bank","(N/A)","Erbach","2013","Stainless steel spoon","0-3 cm","3-4 kg dry","1-sieved, 2-density separated","sodium chloride (1.36 g/ml)","hydrogen peroxide/sulfuric acid","1x","Visual inspection & FTIR","63-5000","314","microplastic/kg sediment dry wt.","frgmnt, fbr, sphr","<1 mm","blue, silver","polystyrene, polyethylene, polyproplyene","1","Single","collected from shoreline of the river between the water line and lowest flotsam line","table_text; Table S5 R7","Klein et al. 2015. Occurrence and spatial distr...","https://doi.org/10.1021/acs.est.5b00492"
"777","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","River (point “Canoe”, after dam) (inside Maremma Park)","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","137","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"779","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","Mouth (inside Maremma Park)","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","99","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"767","Europe","Toscana","Italy","Riverine","Albegna River","Bottom","(N/A)","End river","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","202","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"764","Europe","Toscana","Italy","Riverine","Albegna River","Bottom","(N/A)","River","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","305","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"766","Europe","Toscana","Italy","Riverine","Albegna River","Bottom","(N/A)","End river","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","477","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"768","Europe","Toscana","Italy","Riverine","Albegna River","Bottom","(N/A)","Mouth","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","395","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"769","Europe","Toscana","Italy","Riverine","Albegna River","Bottom","(N/A)","Mouth","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","57","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"770","Europe","Toscana","Italy","Riverine","Osa River","Bottom","(N/A)","River","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","312","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"771","Europe","Toscana","Italy","Riverine","Osa River","Bottom","(N/A)","River","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","259","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"772","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","River at Istia (before dam)","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","188","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"773","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","River at Istia (before dam)","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","168","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"774","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","River at Steccaia (just after dam)","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","75","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"775","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","River at Steccaia (just after dam)","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","149","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"776","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","River (point “Canoe”, after dam) (inside Maremma Park)","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","143","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"765","Europe","Toscana","Italy","Riverine","Albegna River","Bottom","(N/A)","River","2016 Aug","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","253","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Summer","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"778","Europe","Toscana","Italy","Riverine","Ombrone River","Bottom","(N/A)","Mouth (inside Maremma Park)","2015 Jan","manual bucket","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium chloride (N/R)","(none)","1x","Visual inspection only","10-5000","118","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, white, transparent","(Not Applicable)","1","Single","","table_text; Table 2-Winter","Guerranti et al. 2017. Plastic litter in aquati...","https://doi.org/10.1016/j.marpolbul.2017.02.021"
"16","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Palude dell Rosa","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","2175","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Freshwater","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1234","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Sacca Sessola","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1353","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Urban traffic","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1236","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Lago di Rivolta","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1476","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Landward","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1233","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","S. Giorgio in Alga","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1908","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Industrial discharge","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1232","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Fondamente Nuove","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1501","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Urban waste-water","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1235","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Mussel Farm","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1237","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Farming activities","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1237","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Valle di Bon","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1856","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Landward","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1238","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Ca' Roman","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","672","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Seaward","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1239","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","Chioggia","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","1394","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Urban waste-water","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"1231","Europe","Veneto","Italy","Estuarine","Lagoon of Venice","Coastal","Subtidal","S. Erasmo","(N/R)","box-corer","0-5 cm","250 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","32-5000","880","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, red","polyethylene, polypropylene","2","Mean","Seaward","table_text; Table 2","Vianello et al. 2013. Microplastic particles in...","https://doi.org/10.1016/j.ecss.2013.03.022"
"931","Europe","Vestland","Norway","Estuarine","Byfjorden","Open Water","Subtidal","Kvr1-wastewater","2015 Apr","Van Veen grab","0-1 cm","(N/R) (N/R)","1-density separated, 2-enzymatic purified","zinc chloride (1.65-1.78 g/ml)","enzymatic purification","1x","Visual inspection & FTIR","11-5000","205859","microplastic/kg sediment dry wt.","fbrs","<1 mm","(N/R)","polyurethane/acrylate varnish, rubber, ethylene-vinyl-acetate","3","Mean","","table_text; Table S1-Kvr1","Haave et al. 2019. Different stories told by sm...","https://doi.org/10.1016/j.marpolbul.2019.02.015"
"932","Europe","Vestland","Norway","Estuarine","Byfjorden","Open Water","Subtidal","St4-middle of fjord","2015 Apr","Van Veen grab","0-1 cm","(N/R) (N/R)","1-density separated, 2-enzymatic purified","zinc chloride (1.65-1.78 g/ml)","enzymatic purification","1x","Visual inspection & FTIR","11-5000","71023","microplastic/kg sediment dry wt.","frgmnt","<1 mm","(N/R)","polypropylene, polyurethane/acrylate varnish, polyester","6","Mean","","table_text; Table S1-St4","Haave et al. 2019. Different stories told by sm...","https://doi.org/10.1016/j.marpolbul.2019.02.015"
"933","Europe","Vestland","Norway","Estuarine","Byfjorden","Open Water","Subtidal","St5-middle of fjord","2015 Apr","Van Veen grab","0-1 cm","(N/R) (N/R)","1-density separated, 2-enzymatic purified","zinc chloride (1.65-1.78 g/ml)","enzymatic purification","1x","Visual inspection & FTIR","11-5000","28122","microplastic/kg sediment dry wt.","fbrs","<1 mm","(N/R)","polyurethane/acrylate varnish, polychloroprene, polypropylene","6","Mean","","table_text; Table S1-St5","Haave et al. 2019. Different stories told by sm...","https://doi.org/10.1016/j.marpolbul.2019.02.015"
"934","Europe","Vestland","Norway","Estuarine","Byfjorden","Open Water","Subtidal","St11-middle of fjord","2015 Apr","Van Veen grab","0-1 cm","(N/R) (N/R)","1-density separated, 2-enzymatic purified","zinc chloride (1.65-1.78 g/ml)","enzymatic purification","1x","Visual inspection & FTIR","11-5000","12199","microplastic/kg sediment dry wt.","fbrs","<1 mm","(N/R)","polyurethane/acrylate varnish, polypropylene, rubber","6","Mean","","table_text; Table S1-St11","Haave et al. 2019. Different stories told by sm...","https://doi.org/10.1016/j.marpolbul.2019.02.015"
"6","Europe","West-Vlaanderen","Belgium","Estuarine","North Sea","Tidal Riverine","Harbor/Port","Nieuwpoort Harbor","(N/R)","Van Veen grab","0-15 cm","(N/R) wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","2x","Visual inspection & FTIR","38-5000","213","microplastic/kg sediment dry wt.","fbr, frgmnt, sphr","<1 mm","(N/R)","polypropylene, nylon, polyvinyl alcohol, polystyrene, polyethylene","3","Mean","coastal harbor","table_text; Table 3","Claessens et al. 2011. Occurrence and distribut...","https://doi.org/10.1016/j.marpolbul.2011.06.030"
"10","Europe","West-Vlaanderen","Belgium","Estuarine","North Sea","Tidal Riverine","Subtidal","Coastal zone","(N/R)","Van Veen grab","0-15 cm","(N/R) wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","2x","Visual inspection & FTIR","38-5000","97","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","(N/R)","polypropylene, nylon, polyvinyl alcohol, polystyrene, polyethylene","3","Mean","Three sampling stations (S1–S3) were selected near the mouths of the three coastal harbors","table_text; Table 3","Claessens et al. 2011. Occurrence and distribut...","https://doi.org/10.1016/j.marpolbul.2011.06.030"
"9","Europe","West-Vlaanderen","Belgium","Estuarine","North Sea","Tidal Riverine","Harbor/Port","Zeebrugge Harbor","(N/R)","Van Veen grab","0-15 cm","(N/R) wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","2x","Visual inspection & FTIR","38-5000","126","microplastic/kg sediment dry wt.","fbr, frgmnt, sphr","<1 mm","(N/R)","polypropylene, nylon, polyvinyl alcohol, polystyrene","4","Mean","coastal harbor","table_text; Table 3","Claessens et al. 2011. Occurrence and distribut...","https://doi.org/10.1016/j.marpolbul.2011.06.030"
"8","Europe","West-Vlaanderen","Belgium","Estuarine","North Sea","Tidal Riverine","Harbor/Port","Oostende Harbor","(N/R)","Van Veen grab","0-15 cm","(N/R) wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","2x","Visual inspection & FTIR","38-5000","172","microplastic/kg sediment dry wt.","fbr, frgmnt, sphr","<1 mm","(N/R)","polypropylene, nylon, polyvinyl alcohol, polystyrene","4","Mean","coastal harbor","table_text; Table 3","Claessens et al. 2011. Occurrence and distribut...","https://doi.org/10.1016/j.marpolbul.2011.06.030"
"106","Europe","Zachodniopomorskie","Poland","Marine","Baltic Sea","Nearshore","Subtidal","Polish coast","2014","Van Veen grab","0-2.5 cm","150 g wet","1-density separated, 2-sieved","sodium chloride (1.2 g/ml)","(none)","3x","Visual inspection & FTIR","45-5000","20","microplastic/kg sediment dry wt.","fbrs","<2 mm","transparent","polyester, polyvinyl acetate","1","Single","consisted on sandy sediment","table_text; Table 1 B13","Graca et al. 2017. Sources and fate of micropla...","https://doi.org/10.1007/s11356-017-8419-5"
"845","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Bocht van Watum","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","309.1","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-BVW-1","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"846","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Bocht van Watum","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","315.9","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-BVW-2","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"847","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","471.3","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-1","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"848","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","359.8","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-2","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
