sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,Dominant_Size,dominant_color,source,environment_type,location,concentration_level,color_display
Xialiao_2019-05-24_B_15.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,6.832156684126623,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_16.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.6907985631389887,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_17.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.702000702000702,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_18.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-05-24 00:00:00,1.501276084671971,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_19.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_20.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_21.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_22.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_23.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_B_24.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_5.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,18.856539447880525,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-05-24_C_6.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,9.04227262451963,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_7.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,9.452483094597545,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_8.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,2.918855808523059,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_9.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,4.294610264118531,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_10.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,4.131946835617382,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_11.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,14.788524105294291,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-05-24_C_12.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,14.320663524076616,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-05-24_C_13.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,4.563233376792699,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_14.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,12.727706626362265,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-05-24_C_15.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,2.1596717298970556,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_16.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-05-24 00:00:00,2.0338983050847457,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_17.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.6732193348592971,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_18.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_19.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_20.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_21.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_22.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_23.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-05-24_C_24.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-05-24 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,296.00138480180027,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_A_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,917.1900102234554,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_A_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,39.972326850641856,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,12.85863537732058,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,20.232230823363828,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.8017960230917254,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,2.5508035031034777,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,6.159802886307638,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,561.3668061366806,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_A_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,88.1316098707403,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,8.824567596187787,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,17.168083714846304,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,60.81847232244098,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,22.020105313547152,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,9.461856889414548,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,1.165093790050099,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,1.0194719135487815,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_24.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,49.43256979739609,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,421.90305206463194,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_B_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,13.813108640099452,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,26.039882135270336,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,234.79572054283045,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_B_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,275.5673445328618,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_B_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,64.87341772151899,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,85.00435919790758,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,25.24190155658393,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,2.603997135603151,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,15.22401043932144,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,95.82215408202376,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,17.99885461834247,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,29.07722569058411,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_B_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,3.47131823309902,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,5.496015388843088,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_B_24.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.88660342228921,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,748.9459563050978,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_C_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,399.0680150703946,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_C_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,65.04290063659009,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,13.946028868279758,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,34.36151510308454,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,115.6443039793133,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_C_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,10.995807848257853,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,128.2138716497306,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_C_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,90.17810175095816,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,8.587991125742503,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,10.79258010118044,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,411.91476590636256,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_C_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,78.70190439176058,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_C_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,8.97827258035554,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,2.455795677799607,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.9206407659731172,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,1.8204988166757696,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_C_24.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-08-12 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_5.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,29.427038255149732,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low,unknown
Xialiao_2019-08-12_A_6.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,227.1067620855849,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium,unknown
Xialiao_2019-08-12_A_7.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,3.0747943731262968,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_8.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,2.410994133247609,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
Xialiao_2019-08-12_A_9.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2019.0,2019-08-12 00:00:00,9.676284306826178,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low,unknown
