sample_id,Continent,Country,region,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,log_concentration,Size_class,Standardized_Shapes,Dominant_Size,dominant_color,source,environment_type,location,concentration_level
Longmen_2019-11-27_A_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.9216589861751152,0.283676321125228,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_23.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_24.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_25.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_26.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_27.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_28.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_29.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_30.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-11-27,5.526083112290009,0.8146526004017618,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_31.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,1.0164667615368976,0.3045910677023859,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_32.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_A_33.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,1.108278842956888,0.32392805053896406,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,5.6554688383667004,0.8231786543627145,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,7.641087217552669,0.9365683886453563,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,3.2562683165092805,0.6290289982123475,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,10.672358591248667,1.0671586212267543,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2019-11-27_B_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,2.7862914460852606,0.5782140403079267,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,2.0561324149275215,0.4851721672552571,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,2.182453077258839,0.5027620090459469,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,3.624501631025734,0.6650649369545002,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_17.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,1.915892326851231,0.46477148304863924,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_18.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,3.3666255190214343,0.6401459485056901,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_19.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,2.4128362890577875,0.5331154560301544,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_20.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,60.794570903435606,1.7909503208776087,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2019-11-27_B_21.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_23.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_24.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_25.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_26.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_27.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_28.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_29.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_30.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_31.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,1.039717196922437,0.30956995746019805,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_32.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_B_33.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-11-27,0.9866798223976319,0.2981278809144228,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.9259259259259258,0.2846395794758118,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,2.2461814914645104,0.511372797233314,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,1.0855405992184108,0.31921864867473104,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,2.080948912704193,0.48868449704637534,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,15.698587127158556,1.2226797269058762,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2019-11-27_C_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,6.093226363359399,0.8508438195396683,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,2.23613595706619,0.5100267589733904,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_17.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,1.062473438164046,0.3143883641392643,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_18.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,3.200341369746106,0.6232845877722757,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_19.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,3.990422984836393,0.6981373576865185,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_20.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-11-27,4.492362982929021,0.7397592314550719,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_21.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,2.0736132711249353,0.48764922270107924,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_23.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_24.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_25.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_26.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_27.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_28.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_29.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_30.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_31.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,3.1486146095717884,0.6179030924066393,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_32.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,1.1032656663724625,0.32289413248305887,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2019-11-27_C_33.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-11-27,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
,Asia,Taiwan,East Asia,Marine,Longmen,Beach,,,,,0.0,0.0,,,,unknown,Taiwan Beaches,Beach,Taiwan,Very Low
,Asia,Taiwan,East Asia,Marine,Longmen,Beach,,,,,0.0,0.0,,,,unknown,Taiwan Beaches,Beach,Taiwan,Very Low
Xialiao_2018-04-25_A_1.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-04-25,39.510675480586585,1.6075694847300122,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_2.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-04-25,28.23529411764706,1.4659074673550583,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_3.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-04-25,56.1438419444247,1.7569694358922259,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_4.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-04-25,41.82565306721456,1.631703994435564,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_5.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-04-25,134.20860685630927,2.131004337990445,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-04-25_A_6.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,43.721330275229356,1.6505147135411324,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_7.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,50.9869619054556,1.7158944382020203,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_8.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,53.67095575586596,1.7377566662798947,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_9.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,64.40567422142509,1.8156154268587839,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,103.29190460194829,2.018250598712713,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-04-25_A_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,18.590240123934937,1.2920397593158588,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore,Xialiao_Beach,2018.0,2018-04-25,15.073383577945261,1.2061073089072307,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-04-25,184.57752255947497,2.268525372639592,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-04-25_A_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-04-25,23.40597255851493,1.38749611862563,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-04-25,34.74320241691843,1.5531934605840203,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-04-25_A_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-04-25,2.3579344494223062,0.5260722139783128,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
